,index,node,importance,Unnamed: 0,symbol,weight,Type
241,245,SP3,0.0005388915866444777,73631.0,SP3,8.0,coding
243,247,NCOA3,0.0005355327811445405,65608.0,NCOA3,9.0,coding
246,252,CAV1,0.0005242104569614849,57691.0,CAV1,4.0,coding
247,253,KIT,0.0005215228072306001,76915.0,KIT,8.0,coding
248,254,CDK6,0.0005198240464783998,37252.0,CDK6,2.0,coding
250,256,CLTC,0.0005173350516487592,82109.0,CLTC,6.0,coding
252,258,LBR,0.000515471403936481,87549.0,LBR,5.0,coding
253,259,FOXP1,0.0005143043842005175,88273.0,FOXP1,6.0,coding
255,261,PDGFRA,0.0005124487055367591,83505.0,PDGFRA,7.0,coding
260,266,MMP16,0.0004991585648230566,62054.0,MMP16,6.0,coding
261,267,FRS2,0.0004974322804956196,28054.0,FRS2,1.0,coding
266,272,SOS1,0.00049157958425338,90051.0,SOS1,5.0,coding
267,273,MAPK6,0.0004893595856848031,87855.0,MAPK6,6.0,coding
268,274,NCK1,0.00048745656028000467,53510.0,NCK1,2.0,coding
271,277,GATA2,0.00048434269299555544,24562.0,GATA2,1.0,coding
273,279,CRY2,0.0004813915111024983,87957.0,CRY2,3.0,coding
277,284,MYBL2,0.00047667673337540775,90287.0,MYBL2,6.0,coding
278,285,TCF3,0.0004762410529739707,88702.0,TCF3,4.0,coding
279,286,FRMD6,0.00047530228059827653,76212.0,FRMD6,6.0,coding
283,290,AFF4,0.0004723904280933468,83057.0,AFF4,5.0,coding
284,291,VCL,0.0004713897342556344,89477.0,VCL,6.0,coding
286,293,HMGA1,0.00046970812901457414,90270.0,HMGA1,1.0,coding
291,298,IL6ST,0.0004617778178003828,76658.0,IL6ST,9.0,coding
292,299,RHOB,0.00046159597080770357,36112.0,RHOB,1.0,coding
294,301,FGF7,0.0004589730853382401,58149.0,FGF7,3.0,coding
295,302,BACH2,0.00045788334012832293,88486.0,BACH2,11.0,coding
296,303,NR2F1,0.0004577275445190275,17197.0,NR2F1,1.0,coding
297,304,TEAD4,0.0004533116120595395,70603.0,TEAD4,5.0,coding
299,306,POU4F1,0.0004527965392721558,63410.0,POU4F1,4.0,coding
300,307,MEF2A,0.00045265424906524643,42599.0,MEF2A,6.0,coding
303,310,COL3A1,0.00045034399876729486,75409.0,COL3A1,10.0,coding
304,311,AHR,0.0004501208505728514,71245.0,AHR,2.0,coding
306,313,RORA,0.00044820146884883157,67776.0,RORA,1.0,coding
307,314,NBEA,0.00044796378613146646,84950.0,NBEA,12.0,coding
310,317,VCAN,0.00044551517496039974,88554.0,VCAN,24.0,coding
311,318,ZFPM2,0.000443452516354069,87523.0,ZFPM2,15.0,coding
312,319,KPNA2,0.00044318292677534004,85554.0,KPNA2,4.0,coding
313,320,CCND1,0.0004394133652937966,37054.0,CCND1,1.0,coding
314,321,SRF,0.00043748332339464235,5004.0,SRF,1.0,coding
315,322,TSC22D3,0.00043706288463144497,79351.0,TSC22D3,6.0,coding
